title,content,theme,label
"Yahoo Reveals Massive Breach of Data from 500M Accounts
","On Friday, Merkel presses ahead with the new, arriving in Washington for her first face-to-face encounter with Trump after months of preparation and one postponement due to snow. Analysts and White House officials alike say Friday's sit-down will be Trump's most important meeting with a foreign leader since the Republican businessman took office in January.
",news,0
" Wilfried Zaha hits back at Southgate's 'timescale' claim over England selection
","Merkel, who spoke to Trump by phone in January, pushed for an in-person meeting in order to begin developing the personal ties that she hopes will lead to effective cooperation down the road, according to a German official familiar with her planning.
",news,0
" What to expect from Carrie Fisher and Debbie Reynolds' public memorial
","""Face-to-face talks are always much better than talking about each other,"" Merkel told reporters in Munich recently.",news,0
"This Teacher Has Personalized Handshakes For All 40 Of His Students
","MVP Von Miller's Super Bowl 50 helmet may have been discovered alongside Tom Brady's missing jerseys in Mexico  according to Miller's team the Denver Broncos. The NFL announced on Monday that Brady's jersey from last month's Super Bowl LI  which the New England Patriots quarterback had reported missing after the match  had been found ""in the possession of a credentialed member of the international media"". The investigation  involving the FBI and other law enforcement agencies  also discovered Brady's Super Bowl jersey from two years earlier  and the surprises may not end there.",news,0
"Schools Use Technology to Improve Gym Classes
","WASHINGTON - At her confirmation hearing on Tuesday to be education secretary, Betsy DeVos vigorously defended her work steering taxpayer dollars from traditional public schools, arguing that it was time to move away from a ""one size fits all"" system and toward newer models for students from preschool to college.
",news,0
"Study: Inclusive Environment Key to Closing STEM Gap
",The hearing quickly became a heated and partisan debate that reflected the nation's political divide on how best to spend public money in education.,news,0
"Solar-powered 'skin' could make prosthetics more real
","Alphabet Inc's Google announced on Wednesday that it will revamp its popular maps app to allow users to share their locations, in order to boost engagement on a product of increasing strategic importance to the search giant.
",news,0
" Miami Open: Novak Djokovic joins Andy Murray in pulling out with elbow injury
","Within the next week, users worldwide will be able to share where they are in real time on devices running both Google's Android operating system and Apple Inc's iOS software, Google said. The feature is part of an array of new tools aimed at boosting the effectiveness of Google Maps, which analysts say is critical to the company's ambitions in commerce and transport.
",news,0
" Michelle Pfeiffer says she's 'more open' to work now that her children are grown
","The location-sharing feature is aimed at helping people find each other in crowded places, such as concerts and conferences, and users will retain control over who they share their whereabouts with and for how long, said Google executive Jen Fitzpatrick, who leads Google Maps.",news,0
"The oldest Vespa in existence is up for auction
",The Northeast Ohio sun remained hidden while the Washington Wizards were in town and the temperature required heavy outerwear. But John Wall still felt fine. He said his weary bones felt fresh. Those nagging pains  miraculously healed. The migraine headache from earlier in the week  gone. These good vibes fueled Wall's performance - a career-best shooting start followed by his 47th double-double of the season - in the Washington Wizards' 127-115 win over the Cleveland Cavaliers. After the win  Wall explained how the lure of the West Coast road trip was the only prescribed medicine that he needed.,news,0
"Jimmy Anderson hopes for injury-free England Test summer in runup to Ashes
","As students headed back to school this year in and around Tampa, Florida, thousands of teacher positions had yet to be filled. It followed a year in which tens of thousands of teachers were hired on emergency or temporary credentials to help fill empty slots around the country - 900 of them in Oklahoma alone. And in Arizona, which has one of the highest teacher turnover rates in the country, school districts routinely report having unfilled teaching positions three months into the school year.
",news,0
"Meet James Robart, the judge who halted Trump's immigration ban
","The teacher shortage crisis is here, at least according to a new report from the Learning Policy Institute, and it stands to get worse.",news,0
" Millions of UK workers at risk of being replaced by robots
","Setting Up Face-Off With Trump  ""California's clean-air agency voted on Friday to push ahead with stricter emissions standards for cars and trucks  setting up a potential legal battle with the Trump administration over the state's plan to reduce planet-warming gases. The vote  by the California Air Resources Board  is the boldest indication yet of California's plan to stand up to President Trump's agenda. Leading politicians in the state  from the governor down to many mayors  have promised to lead the resistance to Mr. Trump's policies. Mr. Trump  backing industry over environmental concerns  said easing emissions rules would help stimulate auto manufacturing. He vowed last week to loosen the regulations. Automakers are aggressively pursuing those changes after years of supporting stricter standards.",news,0
" Ford to invest $1.2bn in Michigan plants
","Jill Stein, the presidential candidate for the Green Party, says she would be unhappy with either mainstream party candidate -- Hillary Clinton or Donald Trump -- in the White House.
",news,0
"Friedman confirmed as U.S. ambassador to Israel
","""No doubt, I will feel really terrible if Donald Trump becomes president. But I will also feel really terrible if Hillary Clinton becomes president,"" Stein told ABC News Political Director Rick Klein and Deputy Political Director Shushannah Walshe on this week's ""Powerhouse Politics"" podcast.
",news,0
"'Hillsborough law' could imprison police officers who are not truthful
","""Because, unfortunately, many of the really scary things Donald Trump talks about, Hillary Clinton in fact has already done,"" Stein added, referring to Clinton's positions on Libya and affairs in the Middle East.",news,0
" Jake Gyllenhaal opens up about 'Life' and his friendship with Ryan Reynolds
","Argentina felt the loss of the suspended Lionel Messi as they were beaten 2-0 by Bolivia in La Paz in a key World Cup qualifying game. Barcelona star Messi was hit with a four-game ban by football's governing body FIFA and fined $10 000 just hours before the game after verbally abusing a match official in a win over Chile on March 24. He will also miss upcoming games against Uruguay  Paraguay and Venezuela. Barcelona released a statement Wednesday expressing its ""surprise and indignation"" at the FIFA Disciplinary Committee's decision  branding the length of the ban ""unfair and totally disproportionate.""",news,0
" The House just voted to wipe away the FCC's landmark Internet privacy protections
","AT&T doesn't want its name showing up next to videos promoting intolerance and hate. As a result, the carrier on Wednesday said it's pulling ads from YouTube and other Google ""non-search platforms.""
",news,0
"Clinton's emotional concession: This is 'painful and will be for a long time'
","""We are deeply concerned that our ads may have appeared alongside YouTube content promoting terrorism and hate,"" the company said in an email. ""Until Google can ensure this won't happen again, we are removing our ads from Google's non-search platforms.""
",news,0
"As Bernie Ecclestone Departs
",Rival Verizon told USA Today that it has also pulled its ads.,news,0
"Wells Fargo introduces cardless ATMs across U.S. in digital push
","Patricia Arquette and more react to United Airlines leggings incident  ""After United Airlines barred two girls from boarding a flight this weekend because they were wearing leggings  which the company said is part of their policy for relatives and friends of employees who travel for free on standby  actors and activists have taken to social media to criticize the airline's choices in the incident. Activist Shannon Watts first tweeted the incident early Sunday  writing  ""A @united gate agent isn't letting girls in leggings get on flight from Denver to Minneapolis because spandex is not allowed?"" Watts is a mother of five and the founder of Moms Demand Action for Gun Sense in America. After major news outlets picked up reports of the incident in Denver  a spokesman for the airline confirmed the report to ABC News  adding that two teens weren't allowed on the flight because leggings are ""not in compliance with dress code policy for company benefit travel  a program that lets the airline's workers and their families travel for free, but within certain guidelines. There are different rules for these privileges because people are flying for free  the spokesperson added.",news,0
" Is Huck really dead on 'Scandal?'
","People confirmed that the couple welcomed a second son  Hal Auden Cumberbatch  on March 3. Cumberbatch has not yet commented on the birth  and his rep has not responded to a request for comment from ABC News. The ""Doctor Strange"" star announced in October that he and his wife  a theater director  were expecting their second child.  ""Everyone is absolutely thrilled  his rep told E! News at the time. Cumberbatch, 40, and Hunter, 38, were married in February 2015, following a short engagement. That June, Hunter gave birth to their first child, Christopher Carlton Cumberbatch. Benedict Cumberbatch and Sophie Hunter are delighted to announce the arrival of their beautiful son. We would kindly ask everyone to respect the family's privacy during these next few precious weeks  his rep said upon Christopher's arrival.",news,0
"Emma Thompson felt 'too fat' to live in LA
","No more watching the same minute-long intro song and credits before every episode of ""Orange is the New Black."" Netflix told CNNMoney Friday that some Netflix members recently began seeing a ""Skip Intro"" button while streaming, but wouldn't say when it first appeared.  
",news,0
"Congress Moves to Strike Internet Privacy Rules From Obama Era
","Netflix  spokesperson Smita Saran said the feature is one of ""hundreds"" of A-B tests that the company conducts each year to try out new features. ""We're looking at what does or doesn't enhance the viewing experience,"" Saran said.",news,0
" Lawrence Okolie: Olympian wins in 20 seconds on professional debut
","West Ham's owners still have faith in manager Slaven Bilic despite his team winning only three of their 11 games this year  according to Sky sources. Bilic's contract runs out in the summer of 2018 and recent results have made it less likely that he will be offered a new deal this summer. Co-chairman David Sullivan apologised to supporters 10 days ago after West Ham lost 3-2 at home to Leicester City.Sullivan said it was ""vital"" performances and results improved in the next three games against Hull City  Arsenal and Swansea City. West Ham's owners have a track record of staying loyal to their managers and there is a general acceptance at boardroom level that Bilic has had a lot to deal with this season.",news,0
"State Department tightens scrutiny for certain foreigners
","Ivanka Trump, who moved to Washington saying she would play no formal role in her father's administration, is now officially setting up shop in the White House.
",news,0
" How a Red State City Fell in Love With Muslim Immigrants
","The powerful first daughter has secured her own office on the West Wing's second floor - a space next to senior adviser Dina Powell, who was recently promoted to a position on the National Security Council. She is also in the process of obtaining a security clearance and is set to receive government-issued communications devices this week.
",news,0
"On 'Day Without Women,' Two Districts Cancel School
","In everything but name, Trump is settling in as what appears to be a full-time staffer in her father's administration, with a broad and growing portfolio - except she is not being sworn in, will hold no official position and is not pocketing a salary, her attorney said.",news,0
"Sources: FBI investigation continues into 'odd' computer link between Russian bank and Trump Organization
","The Bank of England has asked UK banks  insurers and other financial institutions to draw up comprehensive plans for how they will deal with Britain's exit from the European Union  and will scrutinise them closely. Two days before Theresa May's government plans to trigger article 50 and begin two years of negotiation over the UK's departure  the Bank said City institutions would have to provide copies of contingency plans to reassure regulators that they were ready for ""a range of possible outcomes"". The Bank's financial policy committee (FPC) said after its last quarterly meeting: ""Risks to financial stability will be influenced by the orderliness of the adjustment to the new relationship between the UK and EU. The FPC will oversee contingency plans to mitigate risks to financial stability as the process unfolds.",news,0
"Westinghouse Electric is filing for bankruptcy
","Kanye and his own musical legacy  ""Sir Paul McCartney's final album of the '80s  Flowers in the Dirt  is regarded as one of his best of the decade. He teamed up with new musicians  new producers and a new songwriting partner in the form of Elvis Costello and it inspired his first world tour in 10 years. Now  as the record is re-released  complete with previously unheard demos  Sir Paul speaks to BBC 6 Music's Matt Everitt about collaborating with Costello  Kanye West and Michael Jackson - but why he'll never work with anyone better than John Lennon. Sir Paul also reveals he's working on a new album with Adele's producer  and what he thinks his musical legacy will be.",news,0
"Even Preschoolers Face Racial Bias, Study Finds
","Amazon Prime Air said Thursday it shipped its first package out in public in the US this week, marking another small step toward its goal of filling the skies with delivery drones.
",news,0
"Sienna Miller on why her new role is not 'just a wife'
","The e-commerce giant's drone delivery arm has been testing flights for years, though due to federal regulations hasn't undertaken any US flights outside of its private land until now.
",news,0
"Ex-US Attorney Barbara McQuade will teach law at Michigan
","On Monday, an autonomous drone delivered several bottles of sunscreen, about four pounds in all, to MARS 2017, an Amazon-hosted conference in Palm Springs, Florida. The entire flight took place in the controlled airspace of the Palm Springs Airport.",news,0
"First reactions to 'Pirates of the Caribbean 5' at CinemaCon
","A fell-running champion has been jailed for 18 years for stabbing three UK Athletics staff at a major arena. Lauren Jeska  a transgender athlete  admitted trying to murder Ralph Knibbs at Birmingham's Alexander Stadium. The ""cool  calculated attack"" came amid a dispute over her eligibility to compete as a female. Birmingham Crown Court heard that Jeska  42  stabbed Mr Knibbs in the head and neck  leaving a 2cm hole with ""blood pumping out"".",news,0
" Real Madrid may not be willing to pay £100m for Eden Hazard
","Washington (CNN)Democratic lawmakers ""stand ready"" to work with their Republican counterparts following the failure of GOP efforts to repeal Obamacare, Rep. Keith Ellison said Monday.
",news,0
"Google commits $50 million to close the education gap
","Speaking on CNN's ""New Day"" with Chris Cuomo, the Minnesota Democrat and deputy chairman of the Democratic National Committee said he and his party are prepared to collaborate with Republicans on issues like drug prices, infrastructure and tax reform.
",news,0
"In age of Trump, Obama is the new tabloid darling
","""If the Republicans have suddenly realized they have to work with us, I think that's a good thing,"" Ellison said.",news,0
" Aircraft orders increase tenfold in a year in boost for UK manufacturing
","The Amazon (AMZN  Tech30) CEO tweeted a photo of himself testing out a giant mechanical robot suit at the company's exclusive MARS conference late Sunday night. The conference focuses on machine-learning  home automation  robotics and space. ""Why do I feel so much like Sigourney Weaver?"" Bezos asked the audience  referring to the actress's lead role in ""Alien."" The robot was designed by South Korean company Hankook Mirae Technology and is almost 14 feet tall  according to the company's website.",news,0
"'DWTS': First couple eliminated is...
","EU regulators have blocked London Stock Exchange's £21bn merger with German stock exchange Deutsche Boerse. The European Commission said the deal would have created a ""de facto monopoly"" for certain financial services. The merger would have combined Europe's two largest stock exchange operators. London Stock Exchange Group said it ""regrets"" the commission's decision  as the deal would have created a ""world-leading"" financial markets firm. It warned last month that the deal was unlikely to receive EU approval over concerns that it would limit competition. The firm  which operates the UK and Italian stock exchanges  had offered to sell its France-based clearing house to deal with those concerns. However  the European Commission decided that this remedy did not go far enough. Margrethe Vestager  the commissioner in charge of competition policy  said: ""The European economy depends on well-functioning financial markets.",news,0
"YouTube reverses some restrictions on gay-themed content
","The morning after President Donald Trump failed to deliver on his campaign promise to repeal and replace Obamacare, he reassured the country a new plan will be on the way.
",news,0
" No
","""ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!"" Trump tweeted. Vice President Mike Pence issued a similar response during a speech in Charleston, West Virginia, a state where Trump was very popular in the 2016 election but that has a population that is heavily dependent on Medicaid for health care coverage.",news,0
"Baseball Is Practically a Water Sport to the Mets' Granderson
","Instagram just made your account harder to hack.
",news,0
"Melania Trump hires communications director
","On Thursday, Instagram added two-factor authentication to the photo- and video-sharing social network, increasing security measures for its 600 million active users.
",news,0
" Rory McIlroy: Muirfield women membership saga was 'obscene'
","You can activate two-factor authentication by going to your settings and turning on the feature.
",news,0
" Laptop cabin ban 'ineffective' says IATA
","Twitter, Facebook and Google already offer two-factor authentication.",news,0
"NASA test fires rocket engine for future Mars mission
","Proposals on whether to move Channel 4 out of London will be considered as part of a government consultation. Plans to privatise the TV company have been shelved  but where it spends its money is also under review  Culture Secretary Karen Bradley has announced. She said the government wants ""the benefits of this national asset to be spread far and wide  not just in London"". Channel 4 said a ""substantial relocation would be highly damaging"". The government carried out an 18-month review of the publicly-owned channel  which has more than 800 staff but fewer than 30 based outside central London. Ms Bradley will outline the consultation plans at the Nations and Regions Media Conference in Salford on Wednesday.",news,0
" Pharrell the musical: Coming to a screen near you
","Harvard Law School, moving to open its doors to a larger, more diverse pool of applicants, said on Wednesday that it would accept the graduate record examination, known as the GRE, for the admission of students entering its fall 2018 class.
",news,0
"Sex Toy-Wielding Students Protest Gun Law at University of Texas
","The law school, whose alumni include senators, chief executives, Chief Justice John G. Roberts Jr. and President Barack Obama, is the second accredited law school in the United States to accept the GRE for admission. It follows the University of Arizona James E. Rogers College of Law, which made the change a year ago.",news,0
"Judge rejects Stein's request for hand recount in Wis.
","For once, both teachers and their students agree that less school is a good thing. Or at least less frequent school.
",news,0
" F1: Resurgent Ferrari finally takes fight to Mercedes
","A dynamic shift has begun in rural school districts across the United States, with many considering -- and in some cases implementing -- a four-day school week. The reason is to bring down costs and enrich the learning environment with extracurricular development for pupils.
",news,0
"Alex Jones Apologizes for Promoting 'Pizzagate' Hoax
","The trend has been increasingly popular in the Mountain West region of the country, with 88 districts in Colorado, 30 in Oregon and nearly half of all school districts in Montana shifting to a four-day week, according to The Atlantic.",news,0
"Fossil has a ton of new smartwatches coming out later this year
","The U.S. government is temporarily barring passengers on certain flights originating in eight other countries from bringing laptops, iPads, cameras and most other electronics in carry-on luggage starting Tuesday.
",news,0
" Alec Baldwin says he nearly passed on playing Donald Trump on 'SNL'
","The reason for the ban was not immediately clear. U.S. security officials would not comment. The ban was revealed Monday in statements from Royal Jordanian Airlines and the official news agency of Saudi Arabia. A second U.S. official said the ban will affect nine airlines in total, and the Transportation Security Administration will inform the affected airlines at 3 a.m. Eastern time Tuesday.",news,0
"How Companies and Colleges Can Get the U.S. Back to Work
",Brazil have become the first team to qualify for the 2018 World Cup  maintaining their proud record as the tournament's only ever-present side with a little help from Lionel Messi's foul mouth and lightly regarded Peru. The five-times champions beat Paraguay 3-0 on Tuesday for their eighth successive win in the South American qualifying competition. That in itself was not enough to confirm their participation in Russia but Peru's surprise 2-1 win over Uruguay in a later game guaranteed Brazil a top-four finish.,news,0
" Scarlett Johansson opens up about 'Ghost in the Shell'
","It's time to close the gender gap. One of the largest gaps is in one of the most high-demand and well-paid careers: computer science. Girls Who Code is a club dedicated to evening out the playing field and now it is coming to Coos Bay.
",news,0
"NASA Finds Water on Mars
","""Currently women pose only 18 percent of the computer science field,"" said Cayce Hill, youth liaison for Southwestern Oregon Workforce Investment Board, and also a senior at Marshfield High School. ""By 2020 there will be 1.4 million job openings and women will only fill 3 percent of that demand. That's worse than it was in the 1980s, and that gap is growing larger.",news,0
" Wells Fargo profits hit by legal costs
","Uber Technologies Inc.'s self-driving cars were back on public roads Monday, three days after a crash in Arizona put the company's testing program on hold.
",news,0
"Jason Witten signs new four-year deal with Dallas Cowboys
","The ride-hailing company resumed testing in San Francisco Monday morning, and planned to restart the program in Tempe, Arizona, and Pittsburgh later in the day, according to an Uber spokeswoman.
",news,0
"Poll: Trump's approval rating dips to new low of 37 percent
","One of Uber's Volvo self-driving SUVs was involved in a high-impact crash on Friday in Tempe. The vehicle was not responsible for the incident and there were no injuries, Tempe police said. Another car failed to yield for the Uber car, causing the autonomous vehicle to flip on its side, according to the police report.",news,0
